,index,Adversaire,Date,Lieu,Genre,Infos,Victoire,Score vainqueur,Score perdant,Score mi-temps vainqueur,Score mi-temps perdant,Année,Compétition
0,?refer=match&param=1006&GET_CAT=1,ITALIE,1926-04-04,MILAN,Amical,04/04/1926 à MILAN  (Italie),False,23,17,12.0,6.0,1926,Amical
1,?refer=match&param=1007&GET_CAT=1,ITALIE,1927-04-18,PARIS,Amical,18/04/1927 à PARIS  (France),False,22,18,10.0,7.0,1927,Amical
2,?refer=match&param=1008&GET_CAT=1,BELGIQUE,1928-05-06,BRUXELLES,Amical,06/05/1928 à BRUXELLES  (Belgique),True,31,17,12.0,12.0,1928,Amical
3,?refer=match&param=1009&GET_CAT=1,BELGIQUE,1930-06-08,BRUXELLES,Amical,08/06/1930 à BRUXELLES  (Belgique),True,35,21,,,1930,Amical
4,?refer=match&param=1010&GET_CAT=1,BELGIQUE,1931-04-26,PARIS,Amical,26/04/1931 à PARIS  (France),True,53,21,,,1931,Amical
5,?refer=match&param=1011&GET_CAT=1,PORTUGAL,1931-05-24,PORTO,Amical,24/05/1931 à PORTO  (Portugal),True,32,9,,,1931,Amical
6,?refer=match&param=1012&GET_CAT=1,SUISSE,1932-03-05,GENEVE,Amical,05/03/1932 à GENEVE  (Suisse),True,39,19,14.0,15.0,1932,Amical
7,?refer=match&param=1013&GET_CAT=1,BELGIQUE,1932-04-10,PARIS,Amical,10/04/1932 à PARIS  (France),True,52,18,16.0,12.0,1932,Amical
8,?refer=match&param=1014&GET_CAT=1,PORTUGAL,1932-05-15,PARIS,Amical,15/05/1932 à PARIS  (France),True,52,33,38.0,12.0,1932,Amical
9,?refer=match&param=1015&GET_CAT=1,PORTUGAL,1933-04-16,PORTO,Amical,16/04/1933 à PORTO  (Portugal),True,56,28,31.0,13.0,1933,Amical
10,?refer=match&param=1016&GET_CAT=1,BELGIQUE,1933-05-14,BRUXELLES,Amical,14/05/1933 à BRUXELLES  (Belgique),True,19,12,3.0,6.0,1933,Amical
11,?refer=match&param=1017&GET_CAT=1,BELGIQUE,1934-04-22,PARIS,Amical,22/04/1934 à PARIS  (France),True,50,17,23.0,5.0,1934,Amical
12,?refer=match&param=1018&GET_CAT=1,PORTUGAL,1934-05-06,PARIS,Amical,06/05/1934 à PARIS  (France),True,79,37,34.0,15.0,1934,Amical
13,?refer=match&param=1561&GET_CAT=1,TCHECOSLOVAQUIE,1935-05-02,GENEVE,Championnat d'Europe,02/05/1935 à GENEVE  (Suisse),False,23,21,16.0,13.0,1935,Championnat d'Europe 1935
14,?refer=match&param=1562&GET_CAT=1,ROUMANIE,1935-05-03,GENEVE,Championnat d'Europe,03/05/1935 à GENEVE  (Suisse),True,66,23,40.0,11.0,1935,Championnat d'Europe 1935
15,?refer=match&param=1563&GET_CAT=1,ITALIE,1935-05-04,GENEVE,Championnat d'Europe,04/05/1935 à GENEVE  (Suisse),True,29,27,16.0,17.0,1935,Championnat d'Europe 1935
16,?refer=match&param=1564&GET_CAT=1,BELGIQUE,1935-05-05,GENEVE,Championnat d'Europe,05/05/1935 à GENEVE  (Suisse),True,49,30,31.0,10.0,1935,Championnat d'Europe 1935
17,?refer=match&param=1019&GET_CAT=1,SUISSE,1935-10-06,PARIS,Amical,06/10/1935 à PARIS  (France),True,39,20,18.0,13.0,1935,Amical
18,?refer=match&param=1941&GET_CAT=1,ESTONIE,1936-08-07,BERLIN,Jeux Olympiques,07/08/1936 à BERLIN  (Allemagne),False,34,29,16.0,17.0,1936,Jeux Olympiques 1936
19,?refer=match&param=1942&GET_CAT=1,CHINE,1936-08-08,BERLIN,Jeux Olympiques,08/08/1936 à BERLIN  (Allemagne),False,45,38,22.0,22.0,1936,Jeux Olympiques 1936
20,?refer=match&param=1020&GET_CAT=1,ITALIE,1937-04-11,ROME,Amical,11/04/1937 à ROME  (Italie),False,44,35,24.0,9.0,1937,Amical
21,?refer=match&param=1565&GET_CAT=1,POLOGNE,1937-05-03,RIGA,Championnat d'Europe,03/05/1937 à RIGA  (Lettonie),True,29,24,15.0,11.0,1937,Championnat d'Europe 1937
22,?refer=match&param=1566&GET_CAT=1,TCHECOSLOVAQUIE,1937-05-04,RIGA,Championnat d'Europe,04/05/1937 à RIGA  (Lettonie),True,26,19,9.0,8.0,1937,Championnat d'Europe 1937
23,?refer=match&param=1567&GET_CAT=1,LETTONIE,1937-05-05,RIGA,Championnat d'Europe,05/05/1937 à RIGA  (Lettonie),False,26,20,15.0,14.0,1937,Championnat d'Europe 1937
24,?refer=match&param=1568&GET_CAT=1,ITALIE,1937-05-06,RIGA,Championnat d'Europe,06/05/1937 à RIGA  (Lettonie),False,36,32,15.0,20.0,1937,Championnat d'Europe 1937
25,?refer=match&param=1569&GET_CAT=1,POLOGNE,1937-05-07,RIGA,Championnat d'Europe,07/05/1937 à RIGA  (Lettonie),True,27,24,15.0,16.0,1937,Championnat d'Europe 1937
26,?refer=match&param=1021&GET_CAT=1,EGYPTE,1937-05-26,PARIS,Amical,26/05/1937 à PARIS  (France),True,41,26,25.0,20.0,1937,Amical
27,?refer=match&param=1889&GET_CAT=1,ALLEMAGNE,1937-10-19,PARIS,Coupe des Nations,19/10/1937 à PARIS  (France),True,39,15,13.0,12.0,1937,Coupe des Nations 1937
28,?refer=match&param=1890&GET_CAT=1,BELGIQUE,1937-10-20,PARIS,Coupe des Nations,20/10/1937 à PARIS  (France),True,28,10,21.0,5.0,1937,Coupe des Nations 1937
29,?refer=match&param=1891&GET_CAT=1,SUISSE,1937-10-22,PARIS,Coupe des Nations,22/10/1937 à PARIS  (France),True,34,23,19.0,10.0,1937,Coupe des Nations 1937
30,?refer=match&param=1892&GET_CAT=1,LETTONIE,1937-10-24,PARIS,Coupe des Nations,24/10/1937 à PARIS  (France),True,25,24,9.0,13.0,1937,Coupe des Nations 1937
31,?refer=match&param=1022&GET_CAT=1,LITUANIE,1938-02-26,PARIS,Amical,26/02/1938 à PARIS  (France),True,25,18,10.0,6.0,1938,Amical
32,?refer=match&param=1023&GET_CAT=1,ITALIE,1938-04-14,PARIS,Amical,14/04/1938 à PARIS  (France),False,40,38,19.0,21.0,1938,Amical
33,?refer=match&param=1024&GET_CAT=1,BELGIQUE,1938-05-07,LILLE,Amical,07/05/1938 à LILLE  (France),True,33,19,25.0,8.0,1938,Amical
34,?refer=match&param=1025&GET_CAT=1,GRANDE-BRETAGNE,1938-05-08,LILLE,Amical,08/05/1938 à LILLE  (France),False,28,26,17.0,10.0,1938,Amical
35,?refer=match&param=1026&GET_CAT=1,LITUANIE,1938-05-22,KAUNAS,Amical,22/05/1938 à KAUNAS  (Lituanie),False,36,24,19.0,8.0,1938,Amical
36,?refer=match&param=1027&GET_CAT=1,LETTONIE,1938-05-25,RIGA,Amical,25/05/1938 à RIGA  (Lettonie),False,54,14,25.0,7.0,1938,Amical
37,?refer=match&param=1028&GET_CAT=1,GRANDE-BRETAGNE,1938-10-21,BERLIN,Amical,21/10/1938 à BERLIN  (Allemagne),True,26,23,10.0,14.0,1938,Amical
38,?refer=match&param=1029&GET_CAT=1,LETTONIE,1938-10-22,BERLIN,Amical,22/10/1938 à BERLIN  (Allemagne),False,18,14,7.0,7.0,1938,Amical
39,?refer=match&param=1030&GET_CAT=1,ALLEMAGNE,1938-10-23,BERLIN,Amical,23/10/1938 à BERLIN  (Allemagne),True,33,25,21.0,16.0,1938,Amical
40,?refer=match&param=1031&GET_CAT=1,LETTONIE,1938-12-03,PARIS,Amical,03/12/1938 à PARIS  (France),False,33,27,25.0,9.0,1938,Amical
41,?refer=match&param=1570&GET_CAT=1,FINLANDE,1939-05-22,KAUNAS,Championnat d'Europe,22/05/1939 à KAUNAS  (Lituanie),True,76,11,45.0,9.0,1939,Championnat d'Europe 1939
42,?refer=match&param=1571&GET_CAT=1,POLOGNE,1939-05-23,KAUNAS,Championnat d'Europe,23/05/1939 à KAUNAS  (Lituanie),False,38,36,20.0,15.0,1939,Championnat d'Europe 1939
43,?refer=match&param=1572&GET_CAT=1,ITALIE,1939-05-24,KAUNAS,Championnat d'Europe,24/05/1939 à KAUNAS  (Lituanie),True,31,24,15.0,13.0,1939,Championnat d'Europe 1939
44,?refer=match&param=1573&GET_CAT=1,LITUANIE,1939-05-25,KAUNAS,Championnat d'Europe,25/05/1939 à KAUNAS  (Lituanie),False,48,18,23.0,6.0,1939,Championnat d'Europe 1939
45,?refer=match&param=1574&GET_CAT=1,LETTONIE,1939-05-26,KAUNAS,Championnat d'Europe,26/05/1939 à KAUNAS  (Lituanie),False,45,26,21.0,13.0,1939,Championnat d'Europe 1939
46,?refer=match&param=1575&GET_CAT=1,HONGRIE,1939-05-27,KAUNAS,Championnat d'Europe,27/05/1939 à KAUNAS  (Lituanie),True,45,19,,,1939,Championnat d'Europe 1939
47,?refer=match&param=1576&GET_CAT=1,ESTONIE,1939-05-28,KAUNAS,Championnat d'Europe,28/05/1939 à KAUNAS  (Lituanie),True,33,31,17.0,9.0,1939,Championnat d'Europe 1939
48,?refer=match&param=1032&GET_CAT=1,SUISSE,1942-04-26,GRENOBLE,Amical,26/04/1942 à GRENOBLE  (France),True,24,16,7.0,11.0,1942,Amical
49,?refer=match&param=1033&GET_CAT=1,ESPAGNE,1943-03-07,TOULOUSE,Amical,07/03/1943 à TOULOUSE  (France),True,25,24,13.0,13.0,1943,Amical
50,?refer=match&param=1034&GET_CAT=1,BELGIQUE,1945-10-14,BRUXELLES,Amical,14/10/1945 à BRUXELLES  (Belgique),False,42,30,19.0,12.0,1945,Amical
51,?refer=match&param=1035&GET_CAT=1,TCHECOSLOVAQUIE,1946-01-21,PRAGUE,Amical,21/01/1946 à PRAGUE  (République Tchèque),False,56,42,28.0,16.0,1946,Amical
52,?refer=match&param=1036&GET_CAT=1,SUISSE,1946-03-09,PARIS,Amical,09/03/1946 à PARIS  (France),True,30,22,22.0,8.0,1946,Amical
53,?refer=match&param=1577&GET_CAT=1,GRANDE-BRETAGNE,1946-05-01,GENEVE,Championnat d'Europe,01/05/1946 à GENEVE  (Suisse),True,65,11,31.0,5.0,1946,Championnat d'Europe 1946
54,?refer=match&param=1578&GET_CAT=1,PAYS-BAS,1946-05-02,GENEVE,Championnat d'Europe,02/05/1946 à GENEVE  (Suisse),True,47,18,24.0,11.0,1946,Championnat d'Europe 1946
55,?refer=match&param=1579&GET_CAT=1,ITALIE,1946-05-03,GENEVE,Championnat d'Europe,03/05/1946 à GENEVE  (Suisse),False,37,25,22.0,20.0,1946,Championnat d'Europe 1946
56,?refer=match&param=1580&GET_CAT=1,HONGRIE,1946-05-04,GENEVE,Championnat d'Europe,04/05/1946 à GENEVE  (Suisse),False,38,32,18.0,15.0,1946,Championnat d'Europe 1946
57,?refer=match&param=1037&GET_CAT=1,TCHECOSLOVAQUIE,1946-12-14,PARIS,Amical,14/12/1946 à PARIS  (France),True,37,30,14.0,19.0,1946,Amical
58,?refer=match&param=1038&GET_CAT=1,ITALIE,1947-02-16,BOLOGNE,Amical,16/02/1947 à BOLOGNE  (Italie),True,36,28,15.0,14.0,1947,Amical
59,?refer=match&param=1039&GET_CAT=1,SUISSE,1947-03-02,LAUSANNE,Amical,02/03/1947 à LAUSANNE  (Suisse),True,46,20,18.0,6.0,1947,Amical
60,?refer=match&param=1040&GET_CAT=1,BELGIQUE,1947-03-15,PARIS,Amical,15/03/1947 à PARIS  (France),False,42,41,21.0,21.0,1947,Amical
61,?refer=match&param=1581&GET_CAT=1,AUTRICHE,1947-04-28,PRAGUE,Championnat d'Europe,28/04/1947 à PRAGUE  (République Tchèque),True,100,6,50.0,4.0,1947,Championnat d'Europe 1947
62,?refer=match&param=1582&GET_CAT=1,BULGARIE,1947-04-29,PRAGUE,Championnat d'Europe,29/04/1947 à PRAGUE  (République Tchèque),True,67,32,26.0,12.0,1947,Championnat d'Europe 1947
63,?refer=match&param=1583&GET_CAT=1,BELGIQUE,1947-04-30,PRAGUE,Championnat d'Europe,30/04/1947 à PRAGUE  (République Tchèque),False,27,26,7.0,14.0,1947,Championnat d'Europe 1947
64,?refer=match&param=1584&GET_CAT=1,TCHECOSLOVAQUIE,1947-05-01,PRAGUE,Championnat d'Europe,01/05/1947 à PRAGUE  (République Tchèque),False,32,22,16.0,7.0,1947,Championnat d'Europe 1947
65,?refer=match&param=1585&GET_CAT=1,HONGRIE,1947-05-02,PRAGUE,Championnat d'Europe,02/05/1947 à PRAGUE  (République Tchèque),True,45,41,17.0,18.0,1947,Championnat d'Europe 1947
66,?refer=match&param=1586&GET_CAT=1,POLOGNE,1947-05-03,PRAGUE,Championnat d'Europe,03/05/1947 à PRAGUE  (République Tchèque),True,62,29,21.0,18.0,1947,Championnat d'Europe 1947
67,?refer=match&param=1041&GET_CAT=1,EGYPTE,1947-05-09,PARIS,Amical,09/05/1947 à PARIS  (France),True,51,36,24.0,17.0,1947,Amical
68,?refer=match&param=1042&GET_CAT=1,BELGIQUE,1947-09-13,BRUXELLES,Amical,13/09/1947 à BRUXELLES  (Belgique),False,38,35,21.0,23.0,1947,Amical
69,?refer=match&param=1043&GET_CAT=1,ITALIE,1948-01-09,PARIS,Amical,09/01/1948 à PARIS  (France),False,36,35,10.0,22.0,1948,Amical
70,?refer=match&param=1044&GET_CAT=1,HONGRIE,1948-02-12,PARIS,Amical,12/02/1948 à PARIS  (France),True,52,43,27.0,24.0,1948,Amical
71,?refer=match&param=1045&GET_CAT=1,ESPAGNE,1948-05-07,MADRID,Amical,07/05/1948 à MADRID  (Espagne),True,40,34,23.0,20.0,1948,Amical
72,?refer=match&param=1046&GET_CAT=1,SUISSE,1948-06-05,STRASBOURG,Amical,05/06/1948 à STRASBOURG  (France),True,35,26,20.0,8.0,1948,Amical
73,?refer=match&param=1943&GET_CAT=1,IRAN,1948-07-31,LONDRES,Jeux Olympiques,31/07/1948 à LONDRES  (Angleterre),True,62,30,36.0,11.0,1948,Jeux Olympiques 1948
74,?refer=match&param=1944&GET_CAT=1,CUBA,1948-08-02,LONDRES,Jeux Olympiques,02/08/1948 à LONDRES  (Angleterre),True,37,31,15.0,14.0,1948,Jeux Olympiques 1948
75,?refer=match&param=1945&GET_CAT=1,MEXIQUE,1948-08-03,LONDRES,Jeux Olympiques,03/08/1948 à LONDRES  (Angleterre),False,56,42,30.0,20.0,1948,Jeux Olympiques 1948
76,?refer=match&param=1946&GET_CAT=1,IRLANDE,1948-08-07,LONDRES,Jeux Olympiques,07/08/1948 à LONDRES  (Angleterre),True,73,14,37.0,6.0,1948,Jeux Olympiques 1948
77,?refer=match&param=1947&GET_CAT=1,CHILI,1948-08-09,LONDRES,Jeux Olympiques,09/08/1948 à LONDRES  (Angleterre),True,53,52,18.0,25.0,1948,Jeux Olympiques 1948
78,?refer=match&param=1948&GET_CAT=1,BRESIL,1948-08-11,LONDRES,Jeux Olympiques,11/08/1948 à LONDRES  (Angleterre),True,43,33,23.0,19.0,1948,Jeux Olympiques 1948
79,?refer=match&param=1949&GET_CAT=1,ETATS-UNIS,1948-08-13,LONDRES,Jeux Olympiques,13/08/1948 à LONDRES  (Angleterre),False,65,21,28.0,9.0,1948,Jeux Olympiques 1948
80,?refer=match&param=1047&GET_CAT=1,BELGIQUE,1948-11-12,PARIS,Amical,12/11/1948 à PARIS  (France),True,38,30,16.0,16.0,1948,Amical
81,?refer=match&param=1048&GET_CAT=1,ESPAGNE,1949-03-03,PARIS,Amical,03/03/1949 à PARIS  (France),True,43,40,26.0,25.0,1949,Amical
82,?refer=match&param=1587&GET_CAT=1,PAYS-BAS,1949-05-16,LE CAIRE,Championnat d'Europe,16/05/1949 à LE CAIRE  (Egypte),True,58,25,30.0,13.0,1949,Championnat d'Europe 1949
83,?refer=match&param=1588&GET_CAT=1,LIBAN,1949-05-17,LE CAIRE,Championnat d'Europe,17/05/1949 à LE CAIRE  (Egypte),True,43,26,16.0,13.0,1949,Championnat d'Europe 1949
84,?refer=match&param=1589&GET_CAT=1,TURQUIE,1949-05-18,LE CAIRE,Championnat d'Europe,18/05/1949 à LE CAIRE  (Egypte),True,47,33,25.0,24.0,1949,Championnat d'Europe 1949
85,?refer=match&param=1590&GET_CAT=1,GRECE,1949-05-19,LE CAIRE,Championnat d'Europe,19/05/1949 à LE CAIRE  (Egypte),True,41,36,32.0,22.0,1949,Championnat d'Europe 1949
86,?refer=match&param=1591&GET_CAT=1,SYRIE,1949-05-21,LE CAIRE,Championnat d'Europe,21/05/1949 à LE CAIRE  (Egypte),True,56,22,25.0,12.0,1949,Championnat d'Europe 1949
87,?refer=match&param=1592&GET_CAT=1,EGYPTE,1949-05-22,LE CAIRE,Championnat d'Europe,22/05/1949 à LE CAIRE  (Egypte),False,57,36,36.0,16.0,1949,Championnat d'Europe 1949
88,?refer=match&param=1049&GET_CAT=1,SUISSE,1949-06-25,GENEVE,Amical,25/06/1949 à GENEVE  (Suisse),True,30,26,21.0,22.0,1949,Amical
89,?refer=match&param=1050&GET_CAT=1,PAYS-BAS,1949-10-04,NAPLES,Amical,04/10/1949 à NAPLES  (Italie),True,59,25,27.0,9.0,1949,Amical
90,?refer=match&param=1051&GET_CAT=1,SUISSE,1949-10-05,NAPLES,Amical,05/10/1949 à NAPLES  (Italie),True,61,43,33.0,18.0,1949,Amical
91,?refer=match&param=1052&GET_CAT=1,TURQUIE,1949-10-06,NAPLES,Amical,06/10/1949 à NAPLES  (Italie),True,48,42,20.0,24.0,1949,Amical
92,?refer=match&param=1053&GET_CAT=1,SERBIE,1949-10-08,NAPLES,Amical,08/10/1949 à NAPLES  (Italie),True,49,25,24.0,13.0,1949,Amical
93,?refer=match&param=1054&GET_CAT=1,ITALIE,1949-10-09,NAPLES,Amical,09/10/1949 à NAPLES  (Italie),False,48,38,27.0,24.0,1949,Amical
94,?refer=match&param=1055&GET_CAT=1,BELGIQUE,1949-12-03,BRUXELLES,Amical,03/12/1949 à BRUXELLES  (Belgique),False,53,44,24.0,22.0,1949,Amical
95,?refer=match&param=1056&GET_CAT=1,ESPAGNE,1950-02-03,MADRID,Amical,03/02/1950 à MADRID  (Espagne),False,46,31,30.0,14.0,1950,Amical
96,?refer=match&param=1057&GET_CAT=1,SERBIE,1950-02-16,PARIS,Amical,16/02/1950 à PARIS  (France),True,46,35,22.0,14.0,1950,Amical
97,?refer=match&param=1058&GET_CAT=1,ITALIE,1950-02-28,PARIS,Amical,28/02/1950 à PARIS  (France),True,45,32,23.0,18.0,1950,Amical
98,?refer=match&param=1059&GET_CAT=1,HONGRIE,1950-03-19,BUDAPEST,Amical,19/03/1950 à BUDAPEST  (Hongrie),False,52,38,28.0,10.0,1950,Amical
99,?refer=match&param=1060&GET_CAT=1,BELGIQUE,1950-05-26,PARIS,Amical,26/05/1950 à PARIS  (France),False,54,48,26.0,32.0,1950,Amical
100,?refer=match&param=1849&GET_CAT=1,ARGENTINE,1950-10-23,BUENOS AIRES,Championnat du Monde,23/10/1950 à BUENOS AIRES  (Argentine),False,56,40,30.0,17.0,1950,Championnat du Monde 1950
101,?refer=match&param=1850&GET_CAT=1,EQUATEUR,1950-10-24,BUENOS AIRES,Championnat du Monde,24/10/1950 à BUENOS AIRES  (Argentine),True,48,43,30.0,26.0,1950,Championnat du Monde 1950
102,?refer=match&param=1851&GET_CAT=1,PEROU,1950-10-26,BUENOS AIRES,Championnat du Monde,26/10/1950 à BUENOS AIRES  (Argentine),True,49,46,25.0,22.0,1950,Championnat du Monde 1950
103,?refer=match&param=1852&GET_CAT=1,CHILI,1950-10-27,BUENOS AIRES,Championnat du Monde,27/10/1950 à BUENOS AIRES  (Argentine),False,48,44,27.0,19.0,1950,Championnat du Monde 1950
104,?refer=match&param=1853&GET_CAT=1,EGYPTE,1950-10-29,BUENOS AIRES,Championnat du Monde,29/10/1950 à BUENOS AIRES  (Argentine),False,31,28,10.0,9.0,1950,Championnat du Monde 1950
105,?refer=match&param=1854&GET_CAT=1,ARGENTINE,1950-10-31,BUENOS AIRES,Championnat du Monde,31/10/1950 à BUENOS AIRES  (Argentine),False,66,41,38.0,19.0,1950,Championnat du Monde 1950
106,?refer=match&param=1855&GET_CAT=1,ETATS-UNIS,1950-11-02,BUENOS AIRES,Championnat du Monde,02/11/1950 à BUENOS AIRES  (Argentine),False,48,33,26.0,23.0,1950,Championnat du Monde 1950
107,?refer=match&param=1856&GET_CAT=1,BRESIL,1950-11-03,BUENOS AIRES,Championnat du Monde,03/11/1950 à BUENOS AIRES  (Argentine),False,59,27,31.0,14.0,1950,Championnat du Monde 1950
108,?refer=match&param=1061&GET_CAT=1,ESPAGNE,1951-02-27,PARIS,Amical,27/02/1951 à PARIS  (France),True,66,52,40.0,29.0,1951,Amical
109,?refer=match&param=1062&GET_CAT=1,ITALIE,1951-03-17,GENES,Amical,17/03/1951 à GENES  (Italie),True,54,53,27.0,31.0,1951,Amical
110,?refer=match&param=1063&GET_CAT=1,SUISSE,1951-03-18,NANTES,Amical,18/03/1951 à NANTES  (France),True,51,30,26.0,16.0,1951,Amical
111,?refer=match&param=1593&GET_CAT=1,ITALIE,1951-05-03,PARIS,Championnat d'Europe,03/05/1951 à PARIS  (France),True,49,37,20.0,16.0,1951,Championnat d'Europe 1951
112,?refer=match&param=1594&GET_CAT=1,LUXEMBOURG,1951-05-04,PARIS,Championnat d'Europe,04/05/1951 à PARIS  (France),True,72,26,32.0,14.0,1951,Championnat d'Europe 1951
113,?refer=match&param=1595&GET_CAT=1,PAYS-BAS,1951-05-06,PARIS,Championnat d'Europe,06/05/1951 à PARIS  (France),False,50,48,24.0,19.0,1951,Championnat d'Europe 1951
114,?refer=match&param=1596&GET_CAT=1,SUISSE,1951-05-07,PARIS,Championnat d'Europe,07/05/1951 à PARIS  (France),True,63,33,29.0,14.0,1951,Championnat d'Europe 1951
115,?refer=match&param=1597&GET_CAT=1,BELGIQUE,1951-05-08,PARIS,Championnat d'Europe,08/05/1951 à PARIS  (France),True,53,49,26.0,34.0,1951,Championnat d'Europe 1951
116,?refer=match&param=1598&GET_CAT=1,TURQUIE,1951-05-09,PARIS,Championnat d'Europe,09/05/1951 à PARIS  (France),False,42,40,22.0,17.0,1951,Championnat d'Europe 1951
117,?refer=match&param=1599&GET_CAT=1,BULGARIE,1951-05-10,PARIS,Championnat d'Europe,10/05/1951 à PARIS  (France),True,56,49,26.0,24.0,1951,Championnat d'Europe 1951
118,?refer=match&param=1600&GET_CAT=1,TCHECOSLOVAQUIE,1951-05-11,PARIS,Championnat d'Europe,11/05/1951 à PARIS  (France),False,59,50,34.0,22.0,1951,Championnat d'Europe 1951
119,?refer=match&param=1601&GET_CAT=1,BULGARIE,1951-05-12,PARIS,Championnat d'Europe,12/05/1951 à PARIS  (France),True,55,52,26.0,26.0,1951,Championnat d'Europe 1951
120,?refer=match&param=1064&GET_CAT=1,SERBIE,1951-09-08,BELGRADE,Amical,08/09/1951 à BELGRADE  (Serbie),False,56,46,29.0,19.0,1951,Amical
121,?refer=match&param=1065&GET_CAT=1,ITALIE,1951-09-15,ISTANBUL,Amical,15/09/1951 à ISTANBUL  (Turquie),True,44,30,20.0,12.0,1951,Amical
122,?refer=match&param=1066&GET_CAT=1,IRAN,1951-09-16,ISTANBUL,Amical,16/09/1951 à ISTANBUL  (Turquie),True,60,40,33.0,19.0,1951,Amical
123,?refer=match&param=1067&GET_CAT=1,AUTRICHE,1951-09-20,ISTANBUL,Amical,20/09/1951 à ISTANBUL  (Turquie),True,67,30,27.0,15.0,1951,Amical
124,?refer=match&param=1068&GET_CAT=1,TURQUIE,1951-09-21,ISTANBUL,Amical,21/09/1951 à ISTANBUL  (Turquie),True,57,56,28.0,24.0,1951,Amical
125,?refer=match&param=1069&GET_CAT=1,SERBIE,1951-09-22,ISTANBUL,Amical,22/09/1951 à ISTANBUL  (Turquie),False,54,50,26.0,24.0,1951,Amical
126,?refer=match&param=1070&GET_CAT=1,EGYPTE,1951-09-23,ISTANBUL,Amical,23/09/1951 à ISTANBUL  (Turquie),True,77,43,32.0,17.0,1951,Amical
127,?refer=match&param=1071&GET_CAT=1,BELGIQUE,1951-12-01,GAND,Amical,01/12/1951 à GAND  (Belgique),True,54,52,26.0,24.0,1951,Amical
128,?refer=match&param=1072&GET_CAT=1,ITALIE,1952-01-08,PARIS,Amical,08/01/1952 à PARIS  (France),True,49,38,19.0,22.0,1952,Amical
129,?refer=match&param=1073&GET_CAT=1,ESPAGNE,1952-03-09,BARCELONE,Amical,09/03/1952 à BARCELONE  (Espagne),True,68,55,33.0,29.0,1952,Amical
130,?refer=match&param=1074&GET_CAT=1,PAYS-BAS,1952-03-20,PARIS,Amical,20/03/1952 à PARIS  (France),True,58,27,33.0,16.0,1952,Amical
131,?refer=match&param=1075&GET_CAT=1,TURQUIE,1952-04-23,MILAN,Amical,23/04/1952 à MILAN  (Italie),True,55,44,30.0,24.0,1952,Amical
132,?refer=match&param=1076&GET_CAT=1,SUISSE,1952-04-24,MILAN,Amical,24/04/1952 à MILAN  (Italie),True,57,35,26.0,13.0,1952,Amical
133,?refer=match&param=1077&GET_CAT=1,GRECE,1952-04-25,MILAN,Amical,25/04/1952 à MILAN  (Italie),False,47,37,21.0,20.0,1952,Amical
134,?refer=match&param=1078&GET_CAT=1,SERBIE,1952-04-26,MILAN,Amical,26/04/1952 à MILAN  (Italie),True,51,49,28.0,30.0,1952,Amical
135,?refer=match&param=1079&GET_CAT=1,ITALIE,1952-04-27,MILAN,Amical,27/04/1952 à MILAN  (Italie),False,50,29,31.0,13.0,1952,Amical
136,?refer=match&param=1080&GET_CAT=1,SUISSE,1952-05-03,PARIS,Amical,03/05/1952 à PARIS  (France),True,41,33,21.0,17.0,1952,Amical
137,?refer=match&param=1081&GET_CAT=1,FINLANDE,1952-05-03,PARIS,Amical,03/05/1952 à PARIS  (France),True,69,40,20.0,15.0,1952,Amical
138,?refer=match&param=1950&GET_CAT=1,EGYPTE,1952-07-25,HELSINKI,Jeux Olympiques,25/07/1952 à HELSINKI  (Finlande),True,92,64,53.0,34.0,1952,Jeux Olympiques 1952
139,?refer=match&param=1951&GET_CAT=1,CUBA,1952-07-26,HELSINKI,Jeux Olympiques,26/07/1952 à HELSINKI  (Finlande),True,58,42,30.0,17.0,1952,Jeux Olympiques 1952
140,?refer=match&param=1952&GET_CAT=1,CHILI,1952-07-27,HELSINKI,Jeux Olympiques,27/07/1952 à HELSINKI  (Finlande),True,52,43,25.0,17.0,1952,Jeux Olympiques 1952
141,?refer=match&param=1953&GET_CAT=1,URUGUAY,1952-07-28,HELSINKI,Jeux Olympiques,28/07/1952 à HELSINKI  (Finlande),True,68,66,38.0,30.0,1952,Jeux Olympiques 1952
142,?refer=match&param=1954&GET_CAT=1,ARGENTINE,1952-07-29,HELSINKI,Jeux Olympiques,29/07/1952 à HELSINKI  (Finlande),False,61,52,31.0,27.0,1952,Jeux Olympiques 1952
143,?refer=match&param=1955&GET_CAT=1,BULGARIE,1952-07-30,HELSINKI,Jeux Olympiques,30/07/1952 à HELSINKI  (Finlande),False,67,58,39.0,23.0,1952,Jeux Olympiques 1952
144,?refer=match&param=1956&GET_CAT=1,BRESIL,1952-07-31,HELSINKI,Jeux Olympiques,31/07/1952 à HELSINKI  (Finlande),False,59,44,31.0,26.0,1952,Jeux Olympiques 1952
145,?refer=match&param=1957&GET_CAT=1,BULGARIE,1952-08-01,HELSINKI,Jeux Olympiques,01/08/1952 à HELSINKI  (Finlande),False,58,44,22.0,22.0,1952,Jeux Olympiques 1952
146,?refer=match&param=1082&GET_CAT=1,AUTRICHE,1952-09-16,ISTANBUL,Amical,16/09/1952 à ISTANBUL  (Turquie),True,34,30,19.0,15.0,1952,Amical
147,?refer=match&param=1083&GET_CAT=1,ITALIE,1952-09-17,ISTANBUL,Amical,17/09/1952 à ISTANBUL  (Turquie),True,51,40,23.0,21.0,1952,Amical
