,index,Adversaire,Date,Lieu,Genre,Infos,Victoire,Score vainqueur,Score perdant,Score mi-temps vainqueur,Score mi-temps perdant,Année,Compétition
337,?refer=match&param=1172&GET_CAT=1,POLOGNE,1965-04-23,DENAIN,Amical,23/04/1965 à DENAIN  (France),True,62,46,28.0,26.0,1965,Amical
338,?refer=match&param=1658&GET_CAT=1,SERBIE,1965-05-30,TBILISSI,Championnat d'Europe,30/05/1965 à TBILISSI  (Géorgie),False,80,54,42.0,23.0,1965,Championnat d'Europe 1965
339,?refer=match&param=1659&GET_CAT=1,POLOGNE,1965-05-31,TBILISSI,Championnat d'Europe,31/05/1965 à TBILISSI  (Géorgie),False,72,53,28.0,24.0,1965,Championnat d'Europe 1965
340,?refer=match&param=1660&GET_CAT=1,GRECE,1965-06-01,TBILISSI,Championnat d'Europe,01/06/1965 à TBILISSI  (Géorgie),False,64,63,32.0,39.0,1965,Championnat d'Europe 1965
341,?refer=match&param=1661&GET_CAT=1,BULGARIE,1965-06-02,TBILISSI,Championnat d'Europe,02/06/1965 à TBILISSI  (Géorgie),False,70,67,46.0,31.0,1965,Championnat d'Europe 1965
342,?refer=match&param=1662&GET_CAT=1,ESPAGNE,1965-06-04,TBILISSI,Championnat d'Europe,04/06/1965 à TBILISSI  (Géorgie),False,90,77,43.0,29.0,1965,Championnat d'Europe 1965
343,?refer=match&param=1663&GET_CAT=1,ALLEMAGNE,1965-06-05,TBILISSI,Championnat d'Europe,05/06/1965 à TBILISSI  (Géorgie),True,74,47,33.0,20.0,1965,Championnat d'Europe 1965
344,?refer=match&param=1664&GET_CAT=1,SUEDE,1965-06-06,TBILISSI,Championnat d'Europe,06/06/1965 à TBILISSI  (Géorgie),True,90,61,40.0,25.0,1965,Championnat d'Europe 1965
345,?refer=match&param=1665&GET_CAT=1,FINLANDE,1965-06-09,MOSCOU,Championnat d'Europe,09/06/1965 à MOSCOU  (Russie),True,55,42,24.0,25.0,1965,Championnat d'Europe 1965
346,?refer=match&param=1666&GET_CAT=1,ALLEMAGNE,1965-06-10,MOSCOU,Championnat d'Europe,10/06/1965 à MOSCOU  (Russie),True,66,57,29.0,28.0,1965,Championnat d'Europe 1965
347,?refer=match&param=1173&GET_CAT=1,ALLEMAGNE,1965-09-18,GRAFFENSTADEN,Amical,18/09/1965 à GRAFFENSTADEN  (France),True,98,38,42.0,13.0,1965,Amical
348,?refer=match&param=1174&GET_CAT=1,FINLANDE,1965-11-11,DIEPPE,Amical,11/11/1965 à DIEPPE  (France),True,60,47,26.0,21.0,1965,Amical
349,?refer=match&param=1175&GET_CAT=1,FINLANDE,1965-11-12,PARIS,Amical,12/11/1965 à PARIS  (France),True,68,64,37.0,34.0,1965,Amical
350,?refer=match&param=1176&GET_CAT=1,POLOGNE,1965-12-18,NEW YORK,Amical,18/12/1965 à NEW YORK  (Etats-Unis),False,60,47,29.0,26.0,1965,Amical
351,?refer=match&param=1177&GET_CAT=1,CHINE,1966-05-25,PARIS,Amical,25/05/1966 à PARIS  (France),True,81,71,33.0,32.0,1966,Amical
352,?refer=match&param=1178&GET_CAT=1,CHINE,1966-06-08,LYON,Amical,08/06/1966 à LYON  (France),True,83,62,36.0,27.0,1966,Amical
353,?refer=match&param=1179&GET_CAT=1,CHINE,1966-07-31,PEKIN,Amical,31/07/1966 à PEKIN  (Chine),True,67,61,20.0,19.0,1966,Amical
354,?refer=match&param=1180&GET_CAT=1,CHINE,1966-08-05,PEKIN,Amical,05/08/1966 à PEKIN  (Chine),False,66,53,33.0,20.0,1966,Amical
355,?refer=match&param=1181&GET_CAT=1,CAMBODGE,1966-08-13,PHNOM PENH,Amical,13/08/1966 à PHNOM PENH  (Camboge),True,60,47,33.0,32.0,1966,Amical
356,?refer=match&param=1182&GET_CAT=1,CAMBODGE,1966-08-14,PHNOM PENH,Amical,14/08/1966 à PHNOM PENH  (Camboge),True,73,50,32.0,29.0,1966,Amical
357,?refer=match&param=1183&GET_CAT=1,FINLANDE,1966-09-11,HELSINKI,Amical,11/09/1966 à HELSINKI  (Finlande),True,82,69,37.0,24.0,1966,Amical
358,?refer=match&param=1184&GET_CAT=1,FINLANDE,1966-09-13,TAMPERE,Amical,13/09/1966 à TAMPERE  (Finlande),False,60,59,34.0,24.0,1966,Amical
359,?refer=match&param=1185&GET_CAT=1,FINLANDE,1966-09-14,TAPIOLA,Amical,14/09/1966 à TAPIOLA  (Finlande),True,66,50,32.0,29.0,1966,Amical
360,?refer=match&param=1186&GET_CAT=1,SUEDE,1966-09-16,STOCKHOLM,Amical,16/09/1966 à STOCKHOLM  (Suède),True,79,68,46.0,29.0,1966,Amical
361,?refer=match&param=1187&GET_CAT=1,SUEDE,1966-09-18,HELSINGBORG,Amical,18/09/1966 à HELSINGBORG  (Suède),True,104,63,47.0,18.0,1966,Amical
362,?refer=match&param=1992&GET_CAT=1,SUISSE,1966-11-12,MONACO,Qualifications Championnat d'Europe,12/11/1966 à MONACO  (Monaco),True,105,51,63.0,24.0,1966,Qualifications Championnat d'Europe
363,?refer=match&param=1993&GET_CAT=1,ESPAGNE,1966-11-13,MONACO,Qualifications Championnat d'Europe,13/11/1966 à MONACO  (Monaco),True,81,74,35.0,28.0,1966,Qualifications Championnat d'Europe
364,?refer=match&param=1188&GET_CAT=1,POLOGNE,1966-11-15,PARIS,Amical,15/11/1966 à PARIS  (France),False,76,73,34.0,30.0,1966,Amical
365,?refer=match&param=1189&GET_CAT=1,ITALIE,1966-11-16,PARIS,Amical,16/11/1966 à PARIS  (France),True,66,63,30.0,38.0,1966,Amical
366,?refer=match&param=1190&GET_CAT=1,BULGARIE,1967-01-29,HAGEN,Amical,29/01/1967 à HAGEN  (Allemagne),False,89,83,47.0,41.0,1967,Amical
367,?refer=match&param=1191&GET_CAT=1,ALLEMAGNE,1967-01-30,HAGEN,Amical,30/01/1967 à HAGEN  (Allemagne),True,81,76,41.0,31.0,1967,Amical
368,?refer=match&param=1928&GET_CAT=1,SERBIE,1967-09-09,TUNIS,Jeux MÃ©diterranÃ©ens,09/09/1967 à TUNIS  (Tunisie),False,54,51,14.0,23.0,1967,Jeux MÃ©diterranÃ©ens 1967
369,?refer=match&param=1929&GET_CAT=1,ALGERIE,1967-09-10,TUNIS,Jeux MÃ©diterranÃ©ens,10/09/1967 à TUNIS  (Tunisie),True,85,47,46.0,21.0,1967,Jeux MÃ©diterranÃ©ens 1967
370,?refer=match&param=1930&GET_CAT=1,GRECE,1967-09-11,TUNIS,Jeux MÃ©diterranÃ©ens,11/09/1967 à TUNIS  (Tunisie),False,68,66,33.0,27.0,1967,Jeux MÃ©diterranÃ©ens 1967
371,?refer=match&param=1931&GET_CAT=1,LIBYE,1967-09-13,TUNIS,Jeux MÃ©diterranÃ©ens,13/09/1967 à TUNIS  (Tunisie),True,103,32,48.0,14.0,1967,Jeux MÃ©diterranÃ©ens 1967
372,?refer=match&param=1932&GET_CAT=1,TUNISIE,1967-09-14,TUNIS,Jeux MÃ©diterranÃ©ens,14/09/1967 à TUNIS  (Tunisie),True,97,43,50.0,14.0,1967,Jeux MÃ©diterranÃ©ens 1967
373,?refer=match&param=1933&GET_CAT=1,ESPAGNE,1967-09-16,TUNIS,Jeux MÃ©diterranÃ©ens,16/09/1967 à TUNIS  (Tunisie),True,84,72,37.0,28.0,1967,Jeux MÃ©diterranÃ©ens 1967
374,?refer=match&param=1667&GET_CAT=1,GRECE,1967-09-28,TAMPERE,Championnat d'Europe,28/09/1967 à TAMPERE  (Finlande),False,78,69,32.0,33.0,1967,Championnat d'Europe 1967
375,?refer=match&param=1668&GET_CAT=1,ITALIE,1967-09-29,TAMPERE,Championnat d'Europe,29/09/1967 à TAMPERE  (Finlande),False,47,42,25.0,17.0,1967,Championnat d'Europe 1967
376,?refer=match&param=1669&GET_CAT=1,ALLEMAGNE,1967-09-30,TAMPERE,Championnat d'Europe,30/09/1967 à TAMPERE  (Finlande),True,68,56,40.0,29.0,1967,Championnat d'Europe 1967
377,?refer=match&param=1670&GET_CAT=1,URSS,1967-10-01,TAMPERE,Championnat d'Europe,01/10/1967 à TAMPERE  (Finlande),False,108,52,55.0,23.0,1967,Championnat d'Europe 1967
378,?refer=match&param=1671&GET_CAT=1,BULGARIE,1967-10-03,TAMPERE,Championnat d'Europe,03/10/1967 à TAMPERE  (Finlande),True,67,65,27.0,36.0,1967,Championnat d'Europe 1967
379,?refer=match&param=1672&GET_CAT=1,ISRAEL,1967-10-04,TAMPERE,Championnat d'Europe,04/10/1967 à TAMPERE  (Finlande),False,75,68,28.0,32.0,1967,Championnat d'Europe 1967
380,?refer=match&param=1673&GET_CAT=1,HONGRIE,1967-10-05,TAMPERE,Championnat d'Europe,05/10/1967 à TAMPERE  (Finlande),True,56,51,26.0,23.0,1967,Championnat d'Europe 1967
381,?refer=match&param=1674&GET_CAT=1,SERBIE,1967-10-07,HELSINKI,Championnat d'Europe,07/10/1967 à HELSINKI  (Finlande),False,75,69,37.0,36.0,1967,Championnat d'Europe 1967
382,?refer=match&param=1675&GET_CAT=1,GRECE,1967-10-08,HELSINKI,Championnat d'Europe,08/10/1967 à HELSINKI  (Finlande),True,74,69,31.0,31.0,1967,Championnat d'Europe 1967
383,?refer=match&param=1192&GET_CAT=1,SUEDE,1967-12-02,RENNES,Amical,02/12/1967 à RENNES  (France),True,86,64,46.0,28.0,1967,Amical
384,?refer=match&param=1193&GET_CAT=1,POLOGNE,1967-12-03,RENNES,Amical,03/12/1967 à RENNES  (France),True,84,77,40.0,38.0,1967,Amical
385,?refer=match&param=1194&GET_CAT=1,HONGRIE,1968-02-14,PARIS,Amical,14/02/1968 à PARIS  (France),True,67,48,24.0,16.0,1968,Amical
386,?refer=match&param=1195&GET_CAT=1,HONGRIE,1968-02-16,ROUBAIX,Amical,16/02/1968 à ROUBAIX  (France),True,65,63,28.0,30.0,1968,Amical
387,?refer=match&param=1196&GET_CAT=1,BULGARIE,1968-03-20,PARIS,Amical,20/03/1968 à PARIS  (France),True,80,69,39.0,35.0,1968,Amical
388,?refer=match&param=1197&GET_CAT=1,TCHECOSLOVAQUIE,1968-05-10,RENNES,Amical,10/05/1968 à RENNES  (France),True,87,83,45.0,36.0,1968,Amical
389,?refer=match&param=1198&GET_CAT=1,TCHECOSLOVAQUIE,1968-05-11,CAEN,Amical,11/05/1968 à CAEN  (France),True,87,83,41.0,41.0,1968,Amical
390,?refer=match&param=2069&GET_CAT=1,GRANDE-BRETAGNE,1968-05-26,SOFIA,Qualifications Jeux Olympiques,26/05/1968 à SOFIA  (Bulgarie),True,78,50,34.0,25.0,1968,Qualifications Jeux Olympiques
391,?refer=match&param=2070&GET_CAT=1,POLOGNE,1968-05-27,SOFIA,Qualifications Jeux Olympiques,27/05/1968 à SOFIA  (Bulgarie),True,77,74,38.0,47.0,1968,Qualifications Jeux Olympiques
392,?refer=match&param=2071&GET_CAT=1,PAYS-BAS,1968-05-28,SOFIA,Qualifications Jeux Olympiques,28/05/1968 à SOFIA  (Bulgarie),True,66,49,27.0,19.0,1968,Qualifications Jeux Olympiques
393,?refer=match&param=2072&GET_CAT=1,TCHECOSLOVAQUIE,1968-05-29,SOFIA,Qualifications Jeux Olympiques,29/05/1968 à SOFIA  (Bulgarie),False,74,54,38.0,33.0,1968,Qualifications Jeux Olympiques
394,?refer=match&param=2073&GET_CAT=1,ISRAEL,1968-05-31,SOFIA,Qualifications Jeux Olympiques,31/05/1968 à SOFIA  (Bulgarie),True,68,44,34.0,15.0,1968,Qualifications Jeux Olympiques
395,?refer=match&param=2074&GET_CAT=1,SUEDE,1968-06-01,SOFIA,Qualifications Jeux Olympiques,01/06/1968 à SOFIA  (Bulgarie),True,94,89,50.0,27.0,1968,Qualifications Jeux Olympiques
396,?refer=match&param=2075&GET_CAT=1,AUTRICHE,1968-06-03,SOFIA,Qualifications Jeux Olympiques,03/06/1968 à SOFIA  (Bulgarie),True,82,63,31.0,29.0,1968,Qualifications Jeux Olympiques
397,?refer=match&param=2076&GET_CAT=1,ALLEMAGNE,1968-06-04,SOFIA,Qualifications Jeux Olympiques,04/06/1968 à SOFIA  (Bulgarie),True,57,52,28.0,26.0,1968,Qualifications Jeux Olympiques
398,?refer=match&param=1199&GET_CAT=1,ESPAGNE,1968-06-07,MADRID,Amical,07/06/1968 à MADRID  (Espagne),False,87,77,42.0,42.0,1968,Amical
399,?refer=match&param=1200&GET_CAT=1,MEXIQUE,1968-06-09,MADRID,Amical,09/06/1968 à MADRID  (Espagne),False,84,67,36.0,28.0,1968,Amical
400,?refer=match&param=1201&GET_CAT=1,ROUMANIE,1968-06-10,MADRID,Amical,10/06/1968 à MADRID  (Espagne),False,95,76,54.0,32.0,1968,Amical
401,?refer=match&param=1202&GET_CAT=1,SERBIE,1969-05-09,TOULOUSE,Amical,09/05/1969 à TOULOUSE  (France),False,62,48,36.0,25.0,1969,Amical
402,?refer=match&param=1203&GET_CAT=1,SERBIE,1969-05-10,ORLEANS,Amical,10/05/1969 à ORLEANS  (France),True,59,57,21.0,30.0,1969,Amical
403,?refer=match&param=1204&GET_CAT=1,BULGARIE,1969-05-12,ROUEN,Amical,12/05/1969 à ROUEN  (France),True,96,81,48.0,40.0,1969,Amical
404,?refer=match&param=1994&GET_CAT=1,ALBANIE,1969-05-21,BUDAPEST,Qualifications Championnat d'Europe,21/05/1969 à BUDAPEST  (Hongrie),True,71,59,38.0,28.0,1969,Qualifications Championnat d'Europe
405,?refer=match&param=1995&GET_CAT=1,TURQUIE,1969-05-22,BUDAPEST,Qualifications Championnat d'Europe,22/05/1969 à BUDAPEST  (Hongrie),False,72,67,38.0,34.0,1969,Qualifications Championnat d'Europe
406,?refer=match&param=1996&GET_CAT=1,HONGRIE,1969-05-23,BUDAPEST,Qualifications Championnat d'Europe,23/05/1969 à BUDAPEST  (Hongrie),False,69,62,37.0,32.0,1969,Qualifications Championnat d'Europe
407,?refer=match&param=1997&GET_CAT=1,POLOGNE,1969-05-24,BUDAPEST,Qualifications Championnat d'Europe,24/05/1969 à BUDAPEST  (Hongrie),False,66,61,33.0,32.0,1969,Qualifications Championnat d'Europe
408,?refer=match&param=1205&GET_CAT=1,ESPAGNE,1969-09-19,MADRID,Amical,19/09/1969 à MADRID  (Espagne),True,83,81,41.0,43.0,1969,Amical
409,?refer=match&param=1206&GET_CAT=1,ITALIE,1969-09-20,MADRID,Amical,20/09/1969 à MADRID  (Espagne),False,70,68,43.0,37.0,1969,Amical
410,?refer=match&param=1207&GET_CAT=1,BELGIQUE,1969-11-28,CHOLET,Amical,28/11/1969 à CHOLET  (France),True,100,63,47.0,24.0,1969,Amical
411,?refer=match&param=1208&GET_CAT=1,ALLEMAGNE,1969-11-29,NANTES,Amical,29/11/1969 à NANTES  (France),True,70,59,32.0,26.0,1969,Amical
412,?refer=match&param=1209&GET_CAT=1,POLOGNE,1969-11-30,NANTES,Amical,30/11/1969 à NANTES  (France),False,94,75,48.0,32.0,1969,Amical
413,?refer=match&param=1210&GET_CAT=1,SUISSE,1969-12-13,DOLE,Amical,13/12/1969 à DOLE  (France),True,80,53,33.0,28.0,1969,Amical
414,?refer=match&param=1211&GET_CAT=1,GRANDE-BRETAGNE,1969-12-17,BRACKNELL,Amical,17/12/1969 à BRACKNELL  (Angleterre),True,93,61,46.0,28.0,1969,Amical
415,?refer=match&param=1212&GET_CAT=1,TCHECOSLOVAQUIE,1969-12-20,PRAGUE,Amical,20/12/1969 à PRAGUE  (République Tchèque),False,86,70,46.0,27.0,1969,Amical
416,?refer=match&param=1213&GET_CAT=1,PAYS-BAS,1970-02-20,DEN HELDER,Amical,20/02/1970 à DEN HELDER  (Pays-Bas),False,58,58,27.0,33.0,1970,Amical
417,?refer=match&param=1214&GET_CAT=1,PAYS-BAS,1970-02-21,HEERLEN,Amical,21/02/1970 à HEERLEN  (Pays-Bas),True,80,62,45.0,41.0,1970,Amical
418,?refer=match&param=1215&GET_CAT=1,ALLEMAGNE,1970-04-23,SOFIA,Amical,23/04/1970 à SOFIA  (Bulgarie),False,74,65,45.0,32.0,1970,Amical
419,?refer=match&param=1216&GET_CAT=1,BULGARIE,1970-04-26,SOFIA,Amical,26/04/1970 à SOFIA  (Bulgarie),True,63,61,28.0,24.0,1970,Amical
420,?refer=match&param=1217&GET_CAT=1,HONGRIE,1970-04-27,SOFIA,Amical,27/04/1970 à SOFIA  (Bulgarie),True,67,61,36.0,27.0,1970,Amical
421,?refer=match&param=1218&GET_CAT=1,BELGIQUE,1970-11-13,STRASBOURG,Amical,13/11/1970 à STRASBOURG  (France),False,69,65,31.0,34.0,1970,Amical
422,?refer=match&param=1219&GET_CAT=1,BELGIQUE,1970-11-14,JOEUF,Amical,14/11/1970 à JOEUF  (France),True,105,86,51.0,36.0,1970,Amical
423,?refer=match&param=1220&GET_CAT=1,FINLANDE,1971-01-01,GOTEBORG,Amical,01/01/1971 à GOTEBORG  (Suède),True,92,80,44.0,34.0,1971,Amical
424,?refer=match&param=1221&GET_CAT=1,GRANDE-BRETAGNE,1971-01-02,GOTEBORG,Amical,02/01/1971 à GOTEBORG  (Suède),True,115,58,68.0,27.0,1971,Amical
425,?refer=match&param=1222&GET_CAT=1,SUEDE,1971-01-03,GOTEBORG,Amical,03/01/1971 à GOTEBORG  (Suède),True,81,72,44.0,41.0,1971,Amical
426,?refer=match&param=1223&GET_CAT=1,PAYS-BAS,1971-04-23,PARIS,Amical,23/04/1971 à PARIS  (France),True,107,65,51.0,29.0,1971,Amical
427,?refer=match&param=1224&GET_CAT=1,PAYS-BAS,1971-04-24,CAEN,Amical,24/04/1971 à CAEN  (France),True,79,52,36.0,26.0,1971,Amical
428,?refer=match&param=1998&GET_CAT=1,SUISSE,1971-05-01,LE MANS,Qualifications Championnat d'Europe,01/05/1971 à LE MANS  (France),True,123,62,54.0,24.0,1971,Qualifications Championnat d'Europe
429,?refer=match&param=1999&GET_CAT=1,GRECE,1971-05-02,LE MANS,Qualifications Championnat d'Europe,02/05/1971 à LE MANS  (France),True,77,73,36.0,37.0,1971,Qualifications Championnat d'Europe
430,?refer=match&param=2000&GET_CAT=1,ECOSSE,1971-05-03,LE MANS,Qualifications Championnat d'Europe,03/05/1971 à LE MANS  (France),True,99,46,43.0,31.0,1971,Qualifications Championnat d'Europe
431,?refer=match&param=2001&GET_CAT=1,TCHECOSLOVAQUIE,1971-05-04,LE MANS,Qualifications Championnat d'Europe,04/05/1971 à LE MANS  (France),True,74,67,41.0,36.0,1971,Qualifications Championnat d'Europe
432,?refer=match&param=1225&GET_CAT=1,ITALIE,1971-05-21,SIENNE,Amical,21/05/1971 à SIENNE  (Italie),False,71,63,37.0,28.0,1971,Amical
433,?refer=match&param=1226&GET_CAT=1,ESPAGNE,1971-05-22,SIENNE,Amical,22/05/1971 à SIENNE  (Italie),False,91,70,45.0,30.0,1971,Amical
434,?refer=match&param=1227&GET_CAT=1,ITALIE,1971-08-23,PESARO,Amical,23/08/1971 à PESARO  (Italie),False,85,74,42.0,37.0,1971,Amical
435,?refer=match&param=1228&GET_CAT=1,ISRAEL,1971-08-24,PESARO,Amical,24/08/1971 à PESARO  (Italie),False,95,82,51.0,42.0,1971,Amical
436,?refer=match&param=1229&GET_CAT=1,BULGARIE,1971-09-04,TROYES,Amical,04/09/1971 à TROYES  (France),False,83,79,41.0,44.0,1971,Amical
437,?refer=match&param=1230&GET_CAT=1,BULGARIE,1971-09-06,PARIS,Amical,06/09/1971 à PARIS  (France),False,94,75,46.0,36.0,1971,Amical
438,?refer=match&param=1676&GET_CAT=1,ESPAGNE,1971-09-10,ESSEN,Championnat d'Europe,10/09/1971 à ESSEN  (Allemagne),False,79,66,37.0,27.0,1971,Championnat d'Europe 1971
439,?refer=match&param=1677&GET_CAT=1,ROUMANIE,1971-09-11,ESSEN,Championnat d'Europe,11/09/1971 à ESSEN  (Allemagne),False,65,64,34.0,29.0,1971,Championnat d'Europe 1971
440,?refer=match&param=1678&GET_CAT=1,POLOGNE,1971-09-12,ESSEN,Championnat d'Europe,12/09/1971 à ESSEN  (Allemagne),False,91,65,44.0,32.0,1971,Championnat d'Europe 1971
441,?refer=match&param=1679&GET_CAT=1,URSS,1971-09-14,ESSEN,Championnat d'Europe,14/09/1971 à ESSEN  (Allemagne),False,75,63,43.0,20.0,1971,Championnat d'Europe 1971
442,?refer=match&param=1680&GET_CAT=1,ALLEMAGNE,1971-09-15,ESSEN,Championnat d'Europe,15/09/1971 à ESSEN  (Allemagne),False,88,64,47.0,27.0,1971,Championnat d'Europe 1971
443,?refer=match&param=1681&GET_CAT=1,TURQUIE,1971-09-17,ESSEN,Championnat d'Europe,17/09/1971 à ESSEN  (Allemagne),True,82,60,41.0,26.0,1971,Championnat d'Europe 1971
444,?refer=match&param=1682&GET_CAT=1,ALLEMAGNE,1971-09-19,ESSEN,Championnat d'Europe,19/09/1971 à ESSEN  (Allemagne),False,76,70,31.0,38.0,1971,Championnat d'Europe 1971
445,?refer=match&param=1231&GET_CAT=1,SUISSE,1972-03-30,SAINT ETIENNE,Amical,30/03/1972 à SAINT ETIENNE  (France),True,84,56,38.0,27.0,1972,Amical
446,?refer=match&param=1232&GET_CAT=1,BULGARIE,1972-04-02,MONTBRISON,Amical,02/04/1972 à MONTBRISON  (France),True,77,61,47.0,35.0,1972,Amical
447,?refer=match&param=1233&GET_CAT=1,BELGIQUE,1972-04-03,TARARE,Amical,03/04/1972 à TARARE  (France),False,90,67,47.0,38.0,1972,Amical
448,?refer=match&param=1234&GET_CAT=1,BELGIQUE,1972-04-19,FLEURUS,Amical,19/04/1972 à FLEURUS  (Belgique),False,88,75,46.0,39.0,1972,Amical
449,?refer=match&param=1235&GET_CAT=1,BELGIQUE,1972-04-20,ANDENNE,Amical,20/04/1972 à ANDENNE  (Belgique),True,102,69,52.0,25.0,1972,Amical
450,?refer=match&param=1236&GET_CAT=1,HONGRIE,1972-04-28,ROUEN,Amical,28/04/1972 à ROUEN  (France),False,73,72,33.0,41.0,1972,Amical
451,?refer=match&param=1237&GET_CAT=1,HONGRIE,1972-04-30,LE TOUQUET,Amical,30/04/1972 à LE TOUQUET  (France),True,75,65,38.0,37.0,1972,Amical
452,?refer=match&param=2077&GET_CAT=1,DANEMARK,1972-05-03,ARNHEIM,Qualifications Jeux Olympiques,03/05/1972 à ARNHEIM  (Pays-Bas),True,106,66,50.0,29.0,1972,Qualifications Jeux Olympiques
453,?refer=match&param=2078&GET_CAT=1,ITALIE,1972-05-04,ARNHEM,Qualifications Jeux Olympiques,04/05/1972 à ARNHEM  (Pays-Bas),False,78,65,42.0,32.0,1972,Qualifications Jeux Olympiques
454,?refer=match&param=2079&GET_CAT=1,GRECE,1972-05-05,ARNHEM,Qualifications Jeux Olympiques,05/05/1972 à ARNHEM  (Pays-Bas),True,50,47,22.0,21.0,1972,Qualifications Jeux Olympiques
455,?refer=match&param=2080&GET_CAT=1,POLOGNE,1972-05-07,AMSTERDAM,Qualifications Jeux Olympiques,07/05/1972 à AMSTERDAM  (Pays-Bas),True,83,79,48.0,39.0,1972,Qualifications Jeux Olympiques
456,?refer=match&param=2081&GET_CAT=1,TCHECOSLOVAQUIE,1972-05-08,AMSTERDAM,Qualifications Jeux Olympiques,08/05/1972 à AMSTERDAM  (Pays-Bas),False,79,77,38.0,36.0,1972,Qualifications Jeux Olympiques
457,?refer=match&param=2082&GET_CAT=1,BULGARIE,1972-05-09,AMSTERDAM,Qualifications Jeux Olympiques,09/05/1972 à AMSTERDAM  (Pays-Bas),True,79,75,41.0,33.0,1972,Qualifications Jeux Olympiques
458,?refer=match&param=2083&GET_CAT=1,ESPAGNE,1972-05-11,AMSTERDAM,Qualifications Jeux Olympiques,11/05/1972 à AMSTERDAM  (Pays-Bas),False,90,78,48.0,37.0,1972,Qualifications Jeux Olympiques
459,?refer=match&param=2084&GET_CAT=1,PAYS-BAS,1972-05-12,AMSTERDAM,Qualifications Jeux Olympiques,12/05/1972 à AMSTERDAM  (Pays-Bas),False,69,68,32.0,32.0,1972,Qualifications Jeux Olympiques
460,?refer=match&param=2085&GET_CAT=1,SUEDE,1972-05-13,AMSTERDAM,Qualifications Jeux Olympiques,13/05/1972 à AMSTERDAM  (Pays-Bas),True,86,72,40.0,39.0,1972,Qualifications Jeux Olympiques
461,?refer=match&param=1238&GET_CAT=1,CHINE,1973-04-18,PARIS,Amical,18/04/1973 à PARIS  (France),False,89,86,37.0,40.0,1973,Amical
462,?refer=match&param=1239&GET_CAT=1,CHINE,1973-04-20,LE MANS,Amical,20/04/1973 à LE MANS  (France),True,84,52,38.0,24.0,1973,Amical
463,?refer=match&param=1240&GET_CAT=1,CHINE,1973-04-25,CAEN,Amical,25/04/1973 à CAEN  (France),False,82,77,39.0,38.0,1973,Amical
464,?refer=match&param=1241&GET_CAT=1,CHINE,1973-04-27,POITIERS,Amical,27/04/1973 à POITIERS  (France),True,70,60,46.0,29.0,1973,Amical
465,?refer=match&param=1816&GET_CAT=1,ISRAEL,1973-05-07,VIENNE,Qualifications Championnat d'Europe,07/05/1973 à VIENNE  (Autriche),False,75,71,38.0,45.0,1973,Qualifications Championnat d'Europe
466,?refer=match&param=1817&GET_CAT=1,ALLEMAGNE,1973-05-09,VIENNE,Qualifications Championnat d'Europe,09/05/1973 à VIENNE  (Autriche),True,65,53,35.0,21.0,1973,Qualifications Championnat d'Europe
467,?refer=match&param=1818&GET_CAT=1,AUTRICHE,1973-05-11,VIENNE,Qualifications Championnat d'Europe,11/05/1973 à VIENNE  (Autriche),True,57,50,28.0,29.0,1973,Qualifications Championnat d'Europe
468,?refer=match&param=1819&GET_CAT=1,PAYS-BAS,1973-05-12,VIENNE,Qualifications Championnat d'Europe,12/05/1973 à VIENNE  (Autriche),True,60,52,34.0,29.0,1973,Qualifications Championnat d'Europe
469,?refer=match&param=1820&GET_CAT=1,ECOSSE,1973-05-13,VIENNE,Qualifications Championnat d'Europe,13/05/1973 à VIENNE  (Autriche),True,82,66,43.0,30.0,1973,Qualifications Championnat d'Europe
470,?refer=match&param=1821&GET_CAT=1,DANEMARK,1973-05-14,VIENNE,Qualifications Championnat d'Europe,14/05/1973 à VIENNE  (Autriche),True,77,55,37.0,24.0,1973,Qualifications Championnat d'Europe
471,?refer=match&param=1822&GET_CAT=1,TURQUIE,1973-05-16,VIENNE,Qualifications Championnat d'Europe,16/05/1973 à VIENNE  (Autriche),True,71,60,36.0,32.0,1973,Qualifications Championnat d'Europe
472,?refer=match&param=1823&GET_CAT=1,GRECE,1973-05-17,VIENNE,Qualifications Championnat d'Europe,17/05/1973 à VIENNE  (Autriche),True,61,57,37.0,31.0,1973,Qualifications Championnat d'Europe
473,?refer=match&param=1824&GET_CAT=1,ALLEMAGNE,1973-05-18,VIENNE,Qualifications Championnat d'Europe,18/05/1973 à VIENNE  (Autriche),True,71,68,43.0,34.0,1973,Qualifications Championnat d'Europe
474,?refer=match&param=1242&GET_CAT=1,ESPAGNE,1973-09-14,GRENOBLE,Amical,14/09/1973 à GRENOBLE  (France),False,82,73,40.0,33.0,1973,Amical
475,?refer=match&param=1243&GET_CAT=1,ITALIE,1973-09-15,GRENOBLE,Amical,15/09/1973 à GRENOBLE  (France),False,79,77,36.0,36.0,1973,Amical
476,?refer=match&param=1244&GET_CAT=1,POLOGNE,1973-09-19,PARIS,Amical,19/09/1973 à PARIS  (France),True,90,82,41.0,41.0,1973,Amical
477,?refer=match&param=1245&GET_CAT=1,POLOGNE,1973-09-21,TOURS,Amical,21/09/1973 à TOURS  (France),True,86,74,46.0,37.0,1973,Amical
478,?refer=match&param=1246&GET_CAT=1,POLOGNE,1973-09-23,CORBEIL-ESSONNES,Amical,23/09/1973 à CORBEIL-ESSONNES  (France),False,74,65,31.0,36.0,1973,Amical
